activity_dag,activity_count,event_count,over_max_event,lead_time,activity_sequence,oid,work_time,start_at,resource_count
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','1047900000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','365','14880000','1970-01-07T01:31:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','1059540000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','366','15540000','1970-01-06T00:12:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','327480000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','367','29160000','1970-01-02T03:19:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','560220000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','368','16320000','1970-01-07T13:45:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','61800000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','369','33000000','1970-01-04T15:10:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','204420000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','37','51600000','1970-01-06T15:32:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','452160000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','370','82620000','1970-01-05T09:26:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','32580000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','371','10560000','1970-01-02T15:15:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','77580000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','372','14220000','1970-01-02T01:25:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','578340000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','373','18060000','1970-01-07T05:33:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','764400000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','374','13260000','1970-01-06T06:56:00+09:00','4'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','375','0','1970-01-07T12:20:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','21060000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','376','13260000','1970-01-01T19:56:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','95100000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','377','16560000','1970-01-01T21:39:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','466500000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','378','3600000','1970-01-07T04:04:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','63900000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','379','19380000','1970-01-01T19:16:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','195300000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','38','10080000','1970-01-02T04:27:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','41220000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','380','1320000','1970-01-06T21:09:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','191880000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','381','32460000','1970-01-04T12:13:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','73140000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','382','12120000','1970-01-02T10:08:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','140760000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','383','11760000','1970-01-05T04:54:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','160080000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','384','9300000','1970-01-04T18:04:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','357840000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','385','58920000','1970-01-05T06:35:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','857400000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','386','15600000','1970-01-05T14:39:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','526980000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','387','4020000','1970-01-04T18:40:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','20040000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','388','5880000','1970-01-03T02:12:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','115140000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','389','10020000','1970-01-04T04:21:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>>InternRepair*>InternRepair**>InternRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','13','false','1218840000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>InternRepair>InternRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','39','59160000','1970-01-05T17:57:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','11','11','false','709020000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','390','15780000','1970-01-05T09:33:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','142920000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','391','40800000','1970-01-06T08:39:00+09:00','4'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','392','0','1970-01-03T09:30:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','63600000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','393','29820000','1970-01-04T04:21:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','35580000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','394','9900000','1970-01-02T06:00:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','187500000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','395','18360000','1970-01-04T17:23:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>>InternRepair*>InternRepair**>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','13','false','1265640000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>InternRepair>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','396','53340000','1970-01-05T15:54:00+09:00','3'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','397','0','1970-01-05T03:12:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','1362180000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','398','17640000','1970-01-04T10:17:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','614940000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','399','8880000','1970-01-05T19:11:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','141120000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','4','10080000','1970-01-03T08:23:00+09:00','3'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','40','0','1970-01-06T05:07:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','744720000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','400','17400000','1970-01-07T07:16:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','639540000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','401','11880000','1970-01-05T10:00:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','134820000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','402','9540000','1970-01-05T05:58:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','808200000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','403','9960000','1970-01-04T01:43:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','142680000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','404','32760000','1970-01-06T04:44:00+09:00','3'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','405','0','1970-01-07T18:35:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','353580000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','406','32940000','1970-01-06T04:50:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','89880000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','407','17820000','1970-01-02T09:01:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','123060000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','408','17640000','1970-01-07T07:33:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','893040000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','409','24420000','1970-01-04T13:53:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','12','12','false','60000000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','41','18000000','1970-01-01T15:15:00+09:00','5'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','62580000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','410','10620000','1970-01-02T11:39:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','20760000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','411','9960000','1970-01-01T12:07:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','146880000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','412','37200000','1970-01-02T05:47:00+09:00','4'
